ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204	#205	#206	#207	#208	#209	#210	#211	#212	#213
24	 1	 158.78	  12.25	 157.0	  46	 157.45	  8.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   1	   3	   2	   2	   5	   4	   4	   9	   9	   5	  15	   7	  22	  17	  26	  26	  34	  31	  29	  41	  63	  41	  41	  72	  33	   2	  69	  40	  57	  27	  30	  41	  28	  11	  16	  14	  16	   9	   7	  15	   7	   4	   5	   5	   4	   0	   2	   1	   1	   1	   1	   2	   0	   1	   2	   2	   3	   1	   0	   0	   3	   0	   2	   2	   2	   0	   1	   0	   1	   4	   0	   0	   1	   1	   1	   1	   3	   1	   2	   2
24	 2	 158.73	  12.33	 158.0	  56	 157.45	  8.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   0	   0	   0	   1	   3	   1	   1	   1	   2	   2	   3	   2	   2	   5	   1	   4	   7	   8	   5	  20	  14	  28	  16	  16	  28	  34	  31	  28	  33	  53	  32	  30	  66	  32	   0	  82	  45	  58	  26	  33	  38	  32	  18	  32	  24	  14	   9	   4	  13	   4	   0	   1	   2	   1	   2	   0	   2	   0	   1	   0	   4	   1	   1	   1	   3	   2	   0	   1	   1	   5	   1	   0	   3	   1	   1	   1	   2	   1	   2	   0	   4	   2	   0	   2	   2	   0	   0	   1	   1
24	 3	 158.84	  12.86	 158.0	  60	 156.72	  8.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   1	   3	   4	   0	   5	   9	   5	   8	   8	  12	  13	   6	  12	  15	  24	  11	  27	  32	  17	  25	  32	  42	  49	  31	  35	  60	  50	   2	  80	  34	  64	  21	  38	  32	  31	  13	  20	  17	  14	   8	   5	   4	   3	   4	   1	   2	   1	   1	   2	   5	   0	   1	   1	   3	   4	   3	   0	   3	   2	   2	   1	   3	   2	   3	   1	   3	   2	   1	   1	   3	   1	   2	   3	   4	   5	   1	   1	   1	   0	   1	   0	   0
24	 4	 158.16	  12.95	 157.0	  52	 156.33	  9.46	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   0	   0	   0	   0	   0	   1	   1	   1	   2	   5	   1	   6	   6	   8	   7	   5	  14	  17	  12	   3	  17	  19	  31	  13	  23	  34	  20	  21	  19	  30	  48	  46	  35	  59	  46	   7	  58	  48	  53	  22	  49	  46	  21	  12	  21	  12	   7	   2	   6	   4	   6	   1	   4	   0	   2	   1	   5	   4	   1	   0	   1	   0	   2	   1	   2	   3	   3	   1	   1	   2	   4	   1	   4	   7	   5	   0	   5	   3	   2	   2	   0	   3	   1	   1	   0	   0	   0	   0	   0	   0
24	 5	 157.96	  13.45	 157.0	  53	 155.90	 10.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   3	   2	   2	   0	   2	   3	   8	   3	   6	  11	  15	  11	   9	  16	  12	   5	  23	  20	  38	  13	  29	  30	  28	  15	  14	  24	  39	  40	  25	  63	  25	   2	  66	  40	  69	  30	  42	  44	  32	  10	  15	  11	  13	   6	   1	   4	   3	   1	   3	   0	   2	   1	   0	   1	   2	   3	   2	   1	   2	   0	   7	   4	   5	   2	   6	   2	   3	   0	   6	   0	   6	   2	   6	   4	   0	   1	   2	   2	   0	   1	   0	   0	   0	   0	   0	   0
24	 6	 157.86	  12.83	 158.0	  33	 156.67	 11.04	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   5	   4	  10	   8	   7	   6	  17	  13	  12	  14	  14	   4	  25	  24	  22	  13	  26	  40	  26	  16	  14	  18	  31	  28	  19	  59	  27	   6	  86	  52	  48	  31	  40	  51	  26	  10	  21	  13	  13	   8	   0	  11	   5	   0	   1	   1	   2	   1	   2	   5	   3	   3	   4	   4	   5	   4	   3	   4	   5	   3	   3	   1	   5	   2	   2	   5	   0	   0	   1	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
24	 7	 158.23	  13.38	 158.0	  35	 157.01	 11.75	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   3	   5	   2	   4	   2	   3	   6	  10	  10	  20	   6	   8	  22	  14	   7	  24	  22	  20	  13	  22	  34	  23	  16	  23	  31	  31	  25	  23	  42	  36	   7	  61	  40	  60	  21	  45	  40	  34	  11	  26	  17	  10	   7	   7	   2	   5	   3	   1	   6	   6	   3	   0	   6	   4	   2	   7	   1	   8	   3	   4	   9	   5	   5	   3	   6	   2	   2	   4	   3	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
25	 0	 179.44	  15.11	 179.0	  47	 179.20	  6.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   2	   0	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   2	   1	   1	   2	   2	   2	   1	   0	   2	   6	   2	   4	   2	   9	   8	   2	   9	  20	  28	  21	  29	  47	  40	  37	  45	  63	  91	  25	  54	  81	  51	  31	  34	  36	  44	  30	  17	  22	   5	  10	   8	  10	   9	   4	   3	   3	   2	   2	   3	   1	   0	   3	   0	   0	   2	   0	   1	   0	   1	   0	   0	  17
25	 1	 179.72	  10.12	 179.0	  44	 178.64	  7.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   1	   0	   1	   6	   7	   2	   4	  11	   7	   7	  22	  11	  31	  30	  30	  55	  39	  32	  67	  47	  78	  28	  62	  70	  48	  24	  37	  37	  43	  22	  13	  20	  17	  11	   7	  10	   4	   3	   4	   0	   2	   0	   2	   2	   2	   1	   1	   2	   0	   1	   0	   3	   5	   3	   2	  18
25	 2	 179.79	  10.17	 180.0	  52	 178.73	  7.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   2	   1	   0	   1	   1	   0	   3	   3	   0	   2	   8	   4	   2	  10	   8	   9	   8	  25	  18	  36	  34	  28	  39	  34	  22	  48	  49	  68	  24	  49	  75	  48	  46	  43	  43	  49	  27	  18	  30	  13	   5	   1	   6	   5	   1	   1	   1	   1	   3	   2	   0	   2	   2	   2	   3	   1	   1	   3	   3	   4	   1	   2	  19
25	 3	 179.88	  10.64	 180.0	  52	 178.33	  7.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   2	   0	   0	   5	   1	   9	   3	   5	   5	  18	  18	  14	  11	  22	  21	  29	  33	  20	  43	  32	  25	  35	  46	  56	  44	  56	  65	  59	  40	  41	  36	  31	  35	  14	  21	  12	   7	   5	   5	   8	   2	   2	   3	   1	   3	   2	   3	   2	   1	   2	   5	   1	   2	   3	   3	   5	   2	   3	  22
25	 4	 179.31	  10.55	 179.0	  42	 177.98	  8.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   1	   2	   1	   0	   0	  10	  11	   7	   9	  16	  15	  22	  14	  30	  23	  31	  22	  18	  38	  29	  25	  49	  32	  72	  31	  53	  65	  42	  44	  42	  35	  54	  27	  22	  19	   4	   5	   3	   3	   7	   0	   4	   3	   2	   0	   1	   2	   3	   6	   0	   1	   6	   0	   5	   3	   7	   2	   3	  15
25	 5	 179.43	  11.29	 180.0	  42	 178.15	  9.30	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   3	   1	   2	   6	   4	   0	   6	  11	  17	   9	  18	  19	  21	  10	  32	  26	  38	  27	  14	  35	  28	  12	  24	  32	  55	  30	  47	  68	  57	  52	  42	  34	  48	  27	  11	  24	  15	   9	   3	   3	   2	   2	   0	   3	   3	   1	   1	   5	   5	   2	   5	   3	   6	   1	   9	   3	   3	   7	   3	  14
25	 6	 179.21	  10.94	 180.0	  26	 178.38	  9.79	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   1	   9	  14	   1	  10	  13	   9	   2	  15	  36	  12	  14	  37	  23	  28	  24	  12	  31	  26	  10	  25	  23	  55	  25	  49	  75	  57	  56	  44	  45	  50	  20	  13	  26	  11	   6	   4	   6	   3	   2	   3	   5	   5	   4	   3	   6	   5	   4	   2	   7	   3	   3	   3	   4	   6	   3	   0	   7
25	 7	 179.43	  11.26	 180.0	  23	 178.90	 10.39	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   0	   2	   5	   4	   7	   5	   1	  15	  13	  15	   6	  17	  23	  17	  15	  19	  18	  32	  31	  19	  28	  28	  15	  29	  29	  57	  26	  40	  59	  47	  37	  44	  35	  64	  27	  18	  26	  15	   4	   5	   8	   3	   2	   5	   6	   6	   2	  10	   9	   7	   2	   3	   9	   8	   2	   3	   6	   4	   0	   2	   3
26	 0	 145.40	  11.60	 145.0	  43	 144.96	  5.45	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   1	   1	   1	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   1	   2	   3	   4	   2	   5	   8	   5	   3	  12	  22	  42	  41	  39	  74	  65	  18	 103	  63	  99	  40	  60	  64	  47	  32	  22	  19	  23	  13	   7	  11	   3	   0	   3	   3	   0	   1	   2	   2	   0	   0	   1	   1	   1	   1	   0	   0	   0	   0	   0	   1	   0	   1	   2	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   6
26	 1	 146.03	   7.98	 145.0	  43	 145.09	  5.60	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   0	   1	   0	   0	   3	   8	  13	   9	  10	  15	  16	  44	  37	  26	  72	  68	  29	  83	  62	 103	  46	  47	  61	  53	  26	  30	  27	  29	  11	   5	  10	   5	   0	   3	   4	   1	   0	   1	   3	   2	   0	   0	   4	   4	   2	   3	   2	   2	   1	   2	   3	   4	   1	   1	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 2	 146.15	   8.00	 146.0	  50	 145.17	  5.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   0	   0	   1	   2	   0	   1	   3	   2	   0	   5	  13	  20	   5	  27	  21	  45	  31	  33	  50	  53	  17	  68	  57	  98	  34	  75	  90	  55	  30	  34	  31	  22	   9	   6	   7	   1	   0	   3	   2	   1	   2	   1	   4	   1	   3	   3	   5	   1	   5	   0	   8	   3	   3	   1	   0	   3	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 3	 146.28	   8.35	 146.0	  52	 144.98	  6.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   3	   5	   7	  14	  27	  11	  30	  34	  43	  35	  16	  50	  42	  11	  63	  55	  92	  48	  70	  80	  50	  41	  28	  30	  23	  11	   5	   4	   7	   0	   7	   0	   1	   3	   2	   5	   6	   0	   3	   3	   7	   4	   4	   2	   5	   0	   3	   2	   3	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 4	 145.73	   8.31	 146.0	  49	 144.68	  6.49	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   1	   5	  12	   3	  10	  26	  21	  17	  35	  30	  35	  35	  23	  42	  34	  16	  52	  61	  89	  41	  70	  86	  52	  39	  34	  29	  20	   8	   5	   5	   4	   0	   1	   1	   6	   4	   2	   4	   4	   4	   5	   3	   3	   6	   2	   4	   5	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 5	 145.37	   9.28	 146.0	  39	 144.34	  7.73	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   3	   2	   8	   8	  14	   9	  25	  34	  28	  14	  33	  27	  44	  29	  16	  30	  23	  11	  57	  60	  72	  50	  64	  78	  58	  35	  32	  23	  18	   8	   9	   2	   2	   1	   2	   4	   6	   3	   6	   5	   4	   1	   2	   7	   8	   8	   3	   3	   3	   0	   2	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 6	 145.57	   8.82	 146.0	  19	 145.07	  8.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   4	   4	   2	   4	   6	  27	  11	  19	  25	  18	  11	  34	  21	  30	  32	  26	  31	  28	  22	  37	  44	  88	  38	  67	  90	  56	  54	  26	  26	  24	   7	   6	   4	   7	   1	   7	   9	   5	   2	   6	   7	   5	   4	   5	   1	   8	   3	   1	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 7	 145.83	   9.30	 146.0	  18	 145.47	  8.75	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   4	   9	   3	   7	  14	  19	  11	  17	  22	  17	  11	  31	  18	  32	  26	  17	  34	  41	  14	  50	  32	  70	  33	  56	  77	  65	  56	  39	  29	  21	  17	  10	   7	   5	   1	   9	   7	   8	   3	   6	   9	  10	   5	   7	   4	   5	   3	   0	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 0	 156.89	   9.54	 157.0	  46	 156.64	  4.44	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   2	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   4	   1	   3	   1	   4	   7	   3	   5	  11	  22	  21	  34	  47	  58	  96	  89	  74	 113	  67	   5	 120	  52	  45	  16	  28	  18	   6	   3	   3	   4	   3	   1	   2	   2	   1	   0	   0	   1	   1	   0	   1	   1	   1	   0	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   6
27	 1	 157.00	   6.54	 157.0	  46	 156.29	  4.55	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   1	   0	   0	   1	   0	   1	   0	   3	   1	   9	   8	  21	  27	  43	  35	  41	  54	 113	  72	  51	 118	  76	   4	 108	  40	  49	  14	  40	  13	   5	   5	   3	   0	   1	   3	   1	   5	   2	   0	   2	   3	   4	   2	   3	   3	   5	   0	   0	   3	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 2	 156.93	   6.76	 157.0	  38	 156.24	  5.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   1	   0	   1	   2	   2	   1	  11	  15	  14	  25	  45	  37	  36	  34	  54	  79	  59	  53	 109	  63	  18	 114	  59	  52	  20	  20	  10	   7	   2	   4	   2	   1	   4	   1	   3	   5	   2	   4	   4	   7	   4	   5	   4	   1	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 3	 157.19	   7.01	 157.0	  37	 156.37	  5.68	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   4	   0	   5	  14	  17	  17	  32	  49	  42	  41	  18	  39	  56	  58	  43	 102	  81	   8	 138	  49	  54	  21	  18	  19	   7	   2	   6	   3	   5	   2	   6	   3	   3	   1	   5	   6	   8	   4	   3	   7	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
